"","x"
"12408","CCDC182"
"12409","AC015845.2"
"12410","AC015845.1"
"12411","AC015813.4"
"12412","AC015813.1"
"12413","AC015813.8"
"12414","AC015813.3"
"12415","OR4D2"
"12416","AC005962.1"
"12417","AC005962.2"
"12418","AC004687.3"
"12419","AC004687.1"
"12420","AC011195.2"
"12421","AC025521.1"
"12422","AC100832.2"
"12423","AC099850.1"
"12424","AC099850.3"
"12425","AC091059.1"
"12426","AC091271.1"
"12427","AC040904.1"
"12428","AC005702.5"
"12429","AC025048.4"
"12430","AC025048.2"
"12431","AC025048.7"
"12432","AC025048.1"
"12433","C17orf64"
"12434","AC011921.1"
"12435","AC005884.1"
"12436","AC005884.2"
"12437","AC005856.1"
"12438","AC005746.3"
"12439","AC005746.2"
"12440","AC005746.1"
"12441","C17orf82"
"12442","AC005901.1"
"12443","AC018628.2"
"12444","AC008026.3"
"12445","AC080038.2"
"12446","AC080038.1"
"12447","AC005821.1"
"12448","MARCH10"
"12449","AC005821.2"
"12450","MARCH10-DT"
"12451","AC005972.3"
"12452","AC006270.1"
"12453","AC015923.1"
"12454","AC005828.2"
"12455","AC005828.1"
"12456","AC005828.3"
"12457","AC005828.4"
"12458","AC005828.5"
"12459","AC127029.2"
"12460","AC005803.1"
"12461","AC103810.2"
"12462","AC103810.5"
"12463","AC037487.1"
"12464","AC037487.2"
"12465","LINC02563"
"12466","AC006947.1"
"12467","AC005544.1"
"12468","AC005544.2"
"12469","AC007448.3"
"12470","AC007448.5"
"12471","AC007448.4"
"12472","AC110921.1"
"12473","AC079331.3"
"12474","AC134407.1"
"12475","AC145343.1"
"12476","AC005332.6"
"12477","AC005332.3"
"12478","AC005332.5"
"12479","AC005332.7"
"12480","AC005332.2"
"12481","AC005332.4"
"12482","AC005332.1"
"12483","AC007780.1"
"12484","AC079210.1"
"12485","AC011591.1"
"12486","AC005495.2"
"12487","AC002546.1"
"12488","AC005208.1"
"12489","AC011990.1"
"12490","AC007423.1"
"12491","AC118653.1"
"12492","AC007432.1"
"12493","AC005144.1"
"12494","AC007639.1"
"12495","AC080037.2"
"12496","AC011120.1"
"12497","AC097641.2"
"12498","AC087301.1"
"12499","AC124804.1"
"12500","AC032019.1"
"12501","AC032019.2"
"12502","AC125421.1"
"12503","AC125421.2"
"12504","AC137735.1"
"12505","AC137735.3"
"12506","AC137735.2"
"12507","AC100786.1"
"12508","AC100786.2"
"12509","AC103809.1"
"12510","C17orf77"
"12511","AC064805.1"
"12512","AC064805.2"
"12513","AC016888.1"
"12514","AC022211.3"
"12515","AC022211.1"
"12516","AC022211.2"
"12517","AC011933.4"
"12518","AC011933.2"
"12519","AC011933.3"
"12520","AC087749.2"
"12521","AC087749.1"
"12522","H3F3B"
"12523","AC087289.1"
"12524","AC087289.5"
"12525","AC087289.2"
"12526","AC087289.4"
"12527","AC015802.4"
"12528","AC015802.3"
"12529","AC015802.5"
"12530","AC015802.6"
"12531","AC015802.1"
"12532","AC015802.7"
"12533","AC005837.1"
"12534","AC005837.4"
"12535","AC016168.4"
"12536","AC016168.2"
"12537","AC016168.1"
"12538","AC068594.1"
"12539","AC111182.1"
"12540","AC111182.2"
"12541","AC111170.2"
"12542","AC111170.1"
"12543","AC021683.3"
"12544","AC021683.2"
"12545","AC021683.6"
"12546","AC021683.1"
"12547","AC021683.5"
"12548","TNRC6C-AS1"
"12549","AC087645.4"
"12550","AC087645.2"
"12551","AC061992.2"
"12552","AC022966.2"
"12553","AC022966.1"
"12554","AC100788.1"
"12555","AC021534.1"
"12556","AC233701.1"
"12557","AC100791.2"
"12558","AC100791.1"
"12559","AC100791.3"
"12560","AC116025.2"
"12561","AC116025.1"
"12562","AC087741.2"
"12563","AC087741.1"
"12564","AC124319.1"
"12565","AC124319.2"
"12566","AC120024.1"
"12567","AC016245.1"
"12568","AC016245.2"
"12569","AC127496.3"
"12570","AC127496.4"
"12571","AC127496.1"
"12572","AC127496.6"
"12573","AC127496.5"
"12574","AC127496.2"
"12575","AC115099.1"
"12576","AC027601.3"
"12577","AC027601.2"
"12578","AC027601.4"
"12579","AC027601.1"
"12580","AC027601.6"
"12581","AC110285.3"
"12582","AC110285.1"
"12583","AC110285.5"
"12584","AC110285.2"
"12585","AC110285.4"
"12586","AC139149.1"
"12587","AC139530.3"
"12588","AC139530.1"
"12589","AC145207.3"
"12590","AC145207.2"
"12591","AC145207.5"
"12592","AC145207.6"
"12593","AC145207.8"
"12594","MAFG-DT"
"12595","AC145207.4"
"12596","AC145207.1"
"12597","AC145207.7"
"12598","AC129510.1"
"12599","AC129510.2"
"12600","AC132872.2"
"12601","AC132872.3"
"12602","AC132872.5"
"12603","AC132872.1"
"12604","AC132938.1"
"12605","AC132938.2"
"12606","HEXD-IT1"
"12607","AC132938.6"
"12608","AC132938.3"
"12609","NARF-IT1"
"12610","AC124283.3"
"12611","AC124283.2"
"12612","AC124283.1"
"12613","AC024361.2"
"12614","AC024361.3"
"12615","AC024361.1"
"12616","AC068014.1"
"12617","AC087222.1"
"12618","AC130371.1"
"12619","AC130371.2"
"12620","AC144831.1"
"12621","AC139099.2"
"12622","AC139099.1"
"12623","LINC02564"
"12624","AP005530.1"
"12625","TUBB8P12"
"12626","AP001005.3"
"12627","AP000845.1"
"12628","AP000915.1"
"12629","AP000915.2"
"12630","LINC01925"
"12631","CETN1"
"12632","AP001178.3"
"12633","AP001178.1"
"12634","AP001178.2"
"12635","AP001020.3"
"12636","AP001020.1"
"12637","AP001020.2"
"12638","AP000894.4"
"12639","AP000894.3"
"12640","AP000894.2"
"12641","LINC01904"
"12642","AP005328.1"
"12643","AP000829.1"
"12644","AP005262.2"
"12645","AC019183.1"
"12646","AP005057.1"
"12647","AP005230.1"
"12648","AP005136.4"
"12649","AP005136.3"
"12650","AP001011.1"
"12651","AP000919.4"
"12652","AP000919.2"
"12653","AP000919.3"
"12654","AP005329.2"
"12655","AP005329.3"
"12656","AP005329.1"
"12657","AP001025.1"
"12658","IGLJCOR18"
"12659","AP002478.1"
"12660","AP002478.2"
"12661","AP005203.1"
"12662","LINC01892"
"12663","AP005380.1"
"12664","AP001496.4"
"12665","AP001496.2"
"12666","AP001496.1"
"12667","AP005671.1"
"12668","AP005059.2"
"12669","AP005059.1"
"12670","AP001021.1"
"12671","AP001021.3"
"12672","AP001021.2"
"12673","AP005202.2"
"12674","AP005202.1"
"12675","AP005205.1"
"12676","AP005205.2"
"12677","AP005210.2"
"12678","AP005210.1"
"12679","AP002409.1"
"12680","AP005062.1"
"12681","AP001095.1"
"12682","AP000897.2"
"12683","AP000897.1"
"12684","AP005900.1"
"12685","AC006566.2"
"12686","AC006566.1"
"12687","AP001094.3"
"12688","AP001094.2"
"12689","AP001094.1"
"12690","AP001793.1"
"12691","AP000864.1"
"12692","AP001531.1"
"12693","AP005899.2"
"12694","AP005899.1"
"12695","AP001033.2"
"12696","AP001033.1"
"12697","AP001033.3"
"12698","AP005432.2"
"12699","AP005432.1"
"12700","AP001381.1"
"12701","AC006238.2"
"12702","TXNDC2"
"12703","AC006238.1"
"12704","AP005271.1"
"12705","AP005209.2"
"12706","AP005209.1"
"12707","AP006219.1"
"12708","AP006219.2"
"12709","LINC01254"
"12710","AP006219.3"
"12711","AP001099.1"
"12712","AP001180.2"
"12713","AP001180.1"
"12714","AP001180.4"
"12715","AP005120.1"
"12716","AP005229.1"
"12717","AP005229.2"
"12718","AP001109.1"
"12719","LINC01928"
"12720","SLC35G4"
"12721","AP001120.2"
"12722","AP001120.1"
"12723","AP001120.5"
"12724","AP005137.1"
"12725","AP005137.2"
"12726","AP001269.4"
"12727","AP001269.2"
"12728","AP001269.1"
"12729","AP001542.3"
"12730","AP002414.5"
"12731","AP005264.4"
"12732","AP005264.3"
"12733","AP005264.1"
"12734","AP001029.1"
"12735","AP001029.2"
"12736","AP005482.3"
"12737","AP005482.2"
"12738","AP005482.1"
"12739","AP002449.1"
"12740","AP001198.2"
"12741","AP001198.1"
"12742","AP002505.1"
"12743","AP002505.3"
"12744","AP002439.1"
"12745","AP005131.5"
"12746","AP005131.4"
"12747","AP005131.6"
"12748","AP005131.2"
"12749","AP005131.1"
"12750","AP005131.7"
"12751","AP005131.3"
"12752","AP001010.1"
"12753","AC006557.1"
"12754","AC006557.3"
"12755","AP006261.1"
"12756","AP006565.1"
"12757","LINC01906"
"12758","AP005121.1"
"12759","LINC01444"
"12760","AP005121.2"
"12761","AP005242.3"
"12762","AP005242.1"
"12763","AP005242.5"
"12764","AP005901.2"
"12765","AP005901.6"
"12766","AP005901.5"
"12767","AC022809.1"
"12768","AC015878.2"
"12769","AC015878.1"
"12770","AC106037.2"
"12771","AC106037.3"
"12772","AC103987.2"
"12773","AC091043.1"
"12774","AC091588.1"
"12775","AC091588.3"
"12776","AC091588.2"
"12777","AC027449.1"
"12778","AC090912.1"
"12779","AC090912.2"
"12780","AC090912.3"
"12781","AC011731.1"
"12782","AC010754.1"
"12783","AC090772.2"
"12784","AC090772.1"
"12785","AC090772.3"
"12786","AC023983.1"
"12787","AC023983.2"
"12788","AC007922.2"
"12789","AC007922.1"
"12790","AC007922.4"
"12791","AC007922.3"
"12792","AC018697.1"
"12793","AC104961.1"
"12794","AC105114.2"
"12795","AC110603.1"
"12796","AC121320.1"
"12797","AC007996.1"
"12798","AC090206.1"
"12799","AC012588.1"
"12800","AC018371.1"
"12801","AC090403.1"
"12802","AC021382.1"
"12803","AC068408.1"
"12804","AC068408.2"
"12805","AC090936.1"
"12806","AC110015.1"
"12807","AC006249.1"
"12808","AC090365.1"
"12809","AC074237.1"
"12810","AC117569.1"
"12811","AC117569.2"
"12812","AC115100.1"
"12813","AC090506.1"
"12814","AC016382.1"
"12815","AC012417.1"
"12816","AC021549.1"
"12817","AC017100.1"
"12818","AC022960.1"
"12819","AC022960.2"
"12820","AC009831.1"
"12821","AC009831.3"
"12822","AC011825.4"
"12823","AC011825.2"
"12824","AC015563.1"
"12825","AC015563.2"
"12826","AC025887.2"
"12827","AC009835.1"
"12828","AC025887.1"
"12829","AC012123.1"
"12830","AC090371.2"
"12831","AC090371.1"
"12832","AC091198.1"
"12833","AC104985.1"
"12834","AC104985.2"
"12835","AC022601.1"
"12836","AC068506.1"
"12837","AC015967.1"
"12838","AC011815.2"
"12839","AC011815.1"
"12840","AC116447.1"
"12841","AC007998.4"
"12842","AC007998.3"
"12843","AC090220.1"
"12844","AC090229.1"
"12845","AC118757.1"
"12846","AC023043.1"
"12847","AC023043.4"
"12848","AC055840.1"
"12849","AC016493.1"
"12850","AC015961.1"
"12851","AC015961.2"
"12852","AC090386.1"
"12853","AC009899.1"
"12854","AC108452.1"
"12855","AC100781.1"
"12856","AC011139.1"
"12857","AC099845.1"
"12858","AC068688.1"
"12859","AC079052.1"
"12860","AC021504.1"
"12861","AC087683.2"
"12862","AC087683.3"
"12863","AC084335.1"
"12864","AC100779.1"
"12865","AC110014.1"
"12866","AC120049.1"
"12867","AC090376.1"
"12868","AC021517.1"
"12869","AC021517.2"
"12870","AC091151.1"
"12871","AC091151.5"
"12872","AC023421.2"
"12873","AC023421.1"
"12874","AC018931.1"
"12875","AC090241.2"
"12876","AC090241.3"
"12877","ELOA3"
"12878","ELOA3B"
"12879","ELOA3D"
"12880","AC012254.1"
"12881","AC012254.3"
"12882","AC051635.1"
"12883","AC102797.1"
"12884","AC120349.1"
"12885","AC105101.2"
"12886","AC048380.1"
"12887","AC093567.1"
"12888","AC114684.1"
"12889","AC016866.1"
"12890","AC016866.2"
"12891","AC044840.1"
"12892","AC100778.1"
"12893","AC100778.4"
"12894","AC100778.2"
"12895","AC100778.3"
"12896","AC090227.3"
"12897","AC091044.1"
"12898","AC090246.1"
"12899","AC105227.1"
"12900","AC012433.2"
"12901","AC016383.3"
"12902","AC016383.2"
"12903","AC016383.1"
"12904","AC093462.1"
"12905","AC007673.1"
"12906","AC098848.1"
"12907","AC022031.2"
"12908","AC022031.1"
"12909","AC027584.1"
"12910","AC009271.1"
"12911","AC006305.1"
"12912","AC009271.2"
"12913","AC006305.2"
"12914","AC006305.3"
"12915","AC012301.1"
"12916","AC012301.2"
"12917","AC100775.1"
"12918","BOD1L2"
"12919","LINC02565"
"12920","AC090340.1"
"12921","AC100847.1"
"12922","NARS"
"12923","AC027097.1"
"12924","AC027097.2"
"12925","LINC01897"
"12926","AC107896.1"
"12927","AC090236.2"
"12928","AC090236.1"
"12929","AC105105.2"
"12930","AC105105.4"
"12931","AC105105.3"
"12932","AC105105.1"
"12933","AC104971.2"
"12934","AC104971.3"
"12935","AC104971.1"
"12936","AC104365.1"
"12937","AC104365.3"
"12938","AC104365.2"
"12939","AC040963.1"
"12940","GRP"
"12941","AC016229.2"
"12942","AC016229.1"
"12943","AC090213.1"
"12944","AC010776.1"
"12945","AC010776.2"
"12946","AC010776.3"
"12947","AC090377.1"
"12948","AC090771.2"
"12949","AC090621.1"
"12950","AC091576.1"
"12951","AC113137.1"
"12952","AC090409.2"
"12953","AC090409.1"
"12954","AC105094.2"
"12955","AC105094.1"
"12956","AC027514.1"
"12957","AC027514.2"
"12958","AC100843.1"
"12959","AC064801.1"
"12960","AC022726.1"
"12961","AC022726.2"
"12962","AC036176.1"
"12963","AC036176.3"
"12964","AC009802.1"
"12965","AC090348.1"
"12966","AC007948.1"
"12967","AC007631.1"
"12968","AC090358.1"
"12969","AC023394.2"
"12970","AC023394.1"
"12971","AC110597.1"
"12972","AC110597.3"
"12973","AC114689.3"
"12974","AC022655.1"
"12975","AC100844.1"
"12976","AC068112.1"
"12977","AC005909.2"
"12978","AC005909.1"
"12979","AC040896.1"
"12980","AC022035.1"
"12981","AC096708.2"
"12982","AC096708.3"
"12983","AC090337.1"
"12984","AC090337.2"
"12985","AC026585.1"
"12986","AC119868.2"
"12987","AC068254.1"
"12988","AC021701.1"
"12989","LIVAR"
"12990","AC091646.1"
"12991","AC090415.2"
"12992","AC091691.3"
"12993","AC091691.2"
"12994","AC027458.1"
"12995","AC069114.1"
"12996","AC023301.1"
"12997","AC091138.1"
"12998","AC079062.1"
"12999","AC079070.1"
"13000","AC090125.1"
"13001","AC090125.2"
"13002","AC090398.1"
"13003","AC090398.2"
"13004","LINC01922"
"13005","AC009704.3"
"13006","AC009704.2"
"13007","AC009704.1"
"13008","LINC00909"
"13009","AC015819.2"
"13010","AC015819.1"
"13011","AC015819.5"
"13012","ZADH2"
"13013","AC116003.3"
"13014","AC116003.1"
"13015","SMIM21"
"13016","AC116003.2"
"13017","AC012101.2"
"13018","AC012101.1"
"13019","AC090812.1"
"13020","AC090338.1"
"13021","AC021506.1"
"13022","AC090457.1"
"13023","AC011095.1"
"13024","AC103808.6"
"13025","LINC01893"
"13026","AC103808.2"
"13027","AC103808.4"
"13028","AC103808.3"
"13029","AC103808.1"
"13030","AC103808.5"
"13031","AC009716.1"
"13032","AC018413.1"
"13033","C18orf65"
"13034","AC034110.1"
"13035","AC027575.2"
"13036","AC093330.1"
"13037","AC093330.3"
"13038","AC018529.1"
"13039","AC018529.2"
"13040","AC100863.1"
"13041","AC124254.2"
"13042","AC123786.1"
"13043","AC123786.3"
"13044","AC134978.1"
"13045","AC107892.1"
"13046","AC087399.1"
"13047","AC012572.1"
"13048","AC044873.1"
"13049","AC091027.2"
"13050","AC091027.1"
"13051","AC091027.3"
"13052","AC125437.1"
"13053","AC125437.3"
"13054","AC104423.1"
"13055","AC023090.1"
"13056","AC018445.5"
"13057","AC018445.1"
"13058","AC018445.6"
"13059","AC068473.3"
"13060","AC068473.4"
"13061","AC068473.1"
"13062","AC068473.5"
"13063","AC068473.2"
"13064","AC021594.1"
"13065","AC021594.2"
"13066","AC114341.1"
"13067","AC114341.2"
"13068","AC090360.1"
"13069","RBFADN"
"13070","AC139100.2"
"13071","AC139100.1"
"13072","AC008993.3"
"13073","FAM138F"
"13074","OR4F17"
"13075","AC092192.1"
"13076","AC016588.2"
"13077","AC016588.1"
"13078","AC010641.2"
"13079","AC010641.1"
"13080","AC005775.1"
"13081","AC009005.1"
"13082","AC004449.1"
"13083","AC004156.1"
"13084","AC006273.1"
"13085","AC005379.1"
"13086","AC005391.1"
"13087","AC004528.1"
"13088","AC004528.2"
"13089","AC004221.1"
"13090","AC005330.1"
"13091","AC005329.2"
"13092","AC005329.3"
"13093","AC005329.1"
"13094","AC027307.3"
"13095","AC027307.2"
"13096","AC027307.1"
"13097","AC005256.1"
"13098","AC012615.2"
"13099","AC012615.6"
"13100","AC012615.3"
"13101","AC012615.4"
"13102","AC012615.1"
"13103","AC012615.5"
"13104","AC005306.1"
"13105","AC004490.1"
"13106","AC104530.1"
"13107","AC005258.2"
"13108","AC092068.2"
"13109","AC092068.1"
"13110","AC092068.3"
"13111","AC006538.3"
"13112","AC006538.4"
"13113","AC006538.1"
"13114","AC006130.1"
"13115","AC006130.3"
"13116","AC119403.1"
"13117","AC005944.1"
"13118","AC005262.2"
"13119","KF456478.1"
"13120","AC005264.1"
"13121","AC010649.1"
"13122","AC005551.1"
"13123","C19orf71"
"13124","AC005786.3"
"13125","AC005786.2"
"13126","AC004637.1"
"13127","AC005954.2"
"13128","AC005954.1"
"13129","AC016586.1"
"13130","AC104521.1"
"13131","AC007292.3"
"13132","AC007292.2"
"13133","AC007292.1"
"13134","AC011498.3"
"13135","AC011498.2"
"13136","AC011498.6"
"13137","AC011498.1"
"13138","AC005339.1"
"13139","AC005594.1"
"13140","AC005523.1"
"13141","AC005523.2"
"13142","AC027319.1"
"13143","AC022517.1"
"13144","AC005790.1"
"13145","ZNRF4"
"13146","AC024592.2"
"13147","AC024592.1"
"13148","AC104532.2"
"13149","AC011444.1"
"13150","AC011444.2"
"13151","AC011444.3"
"13152","AC011471.2"
"13153","AC011491.3"
"13154","AC011491.2"
"13155","AC010503.4"
"13156","AC010503.2"
"13157","AC010503.1"
"13158","AC008760.2"
"13159","AC008760.1"
"13160","AC025278.1"
"13161","MBD3L5"
"13162","MBD3L4"
"13163","MBD3L2"
"13164","AC119396.1"
"13165","AC119396.2"
"13166","AC008878.4"
"13167","AC008763.1"
"13168","RETN"
"13169","AC010336.3"
"13170","AC010336.1"
"13171","AC010336.4"
"13172","AC010336.2"
"13173","AC010336.5"
"13174","AC010336.8"
"13175","AC010336.6"
"13176","AC008946.1"
"13177","AC022146.2"
"13178","MARCH2"
"13179","AC136469.1"
"13180","AC092316.1"
"13181","AC130469.1"
"13182","LINC01862"
"13183","ACTL9"
"13184","AC008734.1"
"13185","AC008734.2"
"13186","OR7G2"
"13187","OR7G1"
"13188","OR7G3"
"13189","OR7E24"
"13190","AC011451.1"
"13191","AC011451.3"
"13192","AC011451.4"
"13193","AC008567.2"
"13194","AC008567.3"
"13195","AC008759.3"
"13196","AC008759.2"
"13197","AC008752.1"
"13198","AC008752.2"
"13199","AC008742.1"
"13200","AC020931.1"
"13201","AC011511.2"
"13202","AC011511.3"
"13203","AC011511.5"
"13204","AC114271.1"
"13205","AC011461.1"
"13206","AC011442.1"
"13207","AC011472.1"
"13208","AC011472.4"
"13209","AC011472.2"
"13210","AC011472.3"
"13211","AC024575.1"
"13212","CCDC151"
"13213","AC008543.1"
"13214","AC008543.3"
"13215","AC008543.5"
"13216","AC008543.4"
"13217","AC008770.3"
"13218","ZNF433-AS1"
"13219","AC008758.2"
"13220","AC010422.4"
"13221","AC010422.1"
"13222","AC010422.7"
"13223","AC010422.2"
"13224","AC018761.4"
"13225","AC018761.1"
"13226","AC018761.3"
"13227","AC018761.2"
"13228","AC020934.1"
"13229","AC020934.2"
"13230","AC092069.1"
"13231","AC138474.1"
"13232","AC007787.1"
"13233","AC005546.1"
"13234","AC011446.1"
"13235","AC011446.3"
"13236","AC011446.2"
"13237","CCDC130"
"13238","AC008686.1"
"13239","AC020916.2"
"13240","AC020916.1"
"13241","C19orf57"
"13242","AC022098.4"
"13243","AC022098.2"
"13244","AC022098.3"
"13245","AC022098.1"
"13246","AC011509.3"
"13247","AC011509.2"
"13248","AC011509.1"
"13249","AC008569.1"
"13250","AC008569.2"
"13251","OR7C2"
"13252","AC003956.1"
"13253","AC004257.1"
"13254","AC005776.2"
"13255","AC005785.1"
"13256","AC093072.1"
"13257","OR10H2"
"13258","OR10H3"
"13259","AC004597.1"
"13260","OR10H4"
"13261","LINC00905"
"13262","LINC01855"
"13263","AC008894.1"
"13264","AC008894.2"
"13265","AC020911.1"
"13266","AC020911.3"
"13267","AC020911.2"
"13268","AC020917.3"
"13269","AC020917.2"
"13270","AC008764.6"
"13271","AC008764.3"
"13272","AC008764.5"
"13273","AC008764.8"
"13274","AC008764.7"
"13275","AC008764.2"
"13276","AC024075.3"
"13277","AC024075.2"
"13278","AC024075.1"
"13279","AC008737.3"
"13280","AC008737.1"
"13281","AC020908.2"
"13282","AC020908.1"
"13283","AC020908.3"
"13284","AC020913.1"
"13285","AC020913.3"
"13286","AC020913.2"
"13287","AC010463.3"
"13288","AC010463.2"
"13289","BISPR"
"13290","AC010319.4"
"13291","AC010319.3"
"13292","AC010319.5"
"13293","AC010618.3"
"13294","AC010618.2"
"13295","AC008761.2"
"13296","AC008761.1"
"13297","AC007192.2"
"13298","AC005759.1"
"13299","AC008397.1"
"13300","AC010335.1"
"13301","AC005387.1"
"13302","AC005387.2"
"13303","AC005253.1"
"13304","AC005253.2"
"13305","AC005197.1"
"13306","AC092067.1"
"13307","AC002306.1"
"13308","AC011477.8"
"13309","AC011477.9"
"13310","AC011477.2"
"13311","AC011477.3"
"13312","AC011447.3"
"13313","AC008554.1"
"13314","AC010636.1"
"13315","AC010329.1"
"13316","AC008739.1"
"13317","AC010615.2"
"13318","AC123912.1"
"13319","AC123912.4"
"13320","AC123912.2"
"13321","AC092364.1"
"13322","AC003973.1"
"13323","AC073539.1"
"13324","AC073539.3"
"13325","AC011516.1"
"13326","AC025811.1"
"13327","AC011467.7"
"13328","AC011467.1"
"13329","LINC01233"
"13330","LINC01785"
"13331","AC024563.1"
"13332","AC022145.1"
"13333","AC074135.2"
"13334","AC074135.1"
"13335","AC092329.4"
"13336","AC010300.1"
"13337","AC139769.2"
"13338","AC011503.4"
"13339","AC011503.1"
"13340","AC011503.2"
"13341","AC092279.1"
"13342","AC073534.2"
"13343","AC006504.1"
"13344","AC006504.5"
"13345","AC006504.7"
"13346","AC006504.2"
"13347","AC010511.1"
"13348","AC020905.1"
"13349","AC005580.1"
"13350","AC093074.1"
"13351","AC005307.1"
"13352","AC005381.1"
"13353","AC005394.1"
"13354","AC005616.1"
"13355","AC079466.2"
"13356","AC079466.1"
"13357","AC007795.1"
"13358","AC008991.1"
"13359","AC011524.1"
"13360","AC011524.2"
"13361","AC011505.1"
"13362","AC007786.1"
"13363","AC007786.2"
"13364","AC007786.3"
"13365","AC007786.4"
"13366","AC011474.1"
"13367","AC011474.3"
"13368","AC011474.2"
"13369","AC008798.3"
"13370","AC008798.2"
"13371","AC008507.2"
"13372","AC008507.4"
"13373","AC008507.5"
"13374","AC005597.1"
"13375","AC011478.1"
"13376","AC011507.1"
"13377","LINC01834"
"13378","AC020897.1"
"13379","AC020912.1"
"13380","AC025809.1"
"13381","AC008992.1"
"13382","AC008794.1"
"13383","AC011525.1"
"13384","AC011525.2"
"13385","LINC01782"
"13386","AC011518.1"
"13387","AC074139.1"
"13388","AC007773.1"
"13389","AC008474.1"
"13390","AC008736.1"
"13391","AC008736.2"
"13392","AC008805.2"
"13393","AC008738.1"
"13394","AC008738.7"
"13395","AC008738.4"
"13396","AC008738.6"
"13397","AC008738.3"
"13398","AC008738.5"
"13399","AC008738.2"
"13400","AC010485.1"
"13401","AC008556.1"
"13402","AC016587.1"
"13403","KIAA0355"
"13404","AC010504.1"
"13405","AC008747.1"
"13406","AC020910.2"
"13407","AC020910.5"
"13408","AC008555.1"
"13409","AC008555.2"
"13410","AC008555.4"
"13411","AC008555.5"
"13412","LINC01838"
"13413","AC020907.3"
"13414","AC020907.4"
"13415","AC020907.1"
"13416","AC002128.2"
"13417","AC002128.1"
"13418","U62631.1"
"13419","AC002511.2"
"13420","AC002511.1"
"13421","AD000090.1"
"13422","AC002115.1"
"13423","AD000671.3"
"13424","AC002398.2"
"13425","AC002398.1"
"13426","AF038458.3"
"13427","AF038458.2"
"13428","AC002116.2"
"13429","AD001527.1"
"13430","AC092296.2"
"13431","AC092296.1"
"13432","AC092296.4"
"13433","AC092295.2"
"13434","AC092295.1"
"13435","AC074138.1"
"13436","LINC01534"
"13437","AC020928.1"
"13438","AC020928.2"
"13439","AC010632.1"
"13440","AC010632.2"
"13441","AC012309.2"
"13442","AC016590.1"
"13443","AC016590.4"
"13444","AC016590.3"
"13445","AC016590.2"
"13446","AC022148.2"
"13447","AC022148.1"
"13448","ZNF781"
"13449","AC093227.1"
"13450","AC093227.3"
"13451","AC008395.1"
"13452","AC011465.1"
"13453","AC011479.3"
"13454","AC011479.2"
"13455","AC011479.4"
"13456","AC005625.1"
"13457","AC005789.1"
"13458","AC067969.2"
"13459","AC067969.1"
"13460","AC008649.1"
"13461","AC008649.2"
"13462","AC022144.1"
"13463","AC104534.1"
"13464","AC008982.2"
"13465","AC011455.1"
"13466","ERVK9-11"
"13467","AC011455.6"
"13468","AC010605.1"
"13469","AC011443.1"
"13470","SYCN"
"13471","IFNL3"
"13472","IFNL2"
"13473","AC011445.1"
"13474","AC011445.2"
"13475","AC011500.3"
"13476","LGALS16"
"13477","LGALS14"
"13478","LEUTX"
"13479","AC005393.1"
"13480","AC005614.1"
"13481","CNTD2"
"13482","AC118344.1"
"13483","AC010271.2"
"13484","AC010271.1"
"13485","AC008537.4"
"13486","AC008537.2"
"13487","AC092071.1"
"13488","AC011510.1"
"13489","AC011462.5"
"13490","AC011462.4"
"13491","AC011462.3"
"13492","AC011462.2"
"13493","AC243960.3"
"13494","AC243960.1"
"13495","AC243967.2"
"13496","AC243967.3"
"13497","LYPD4"
"13498","AC010247.1"
"13499","AC010247.2"
"13500","AC011497.1"
"13501","PSG1"
"13502","PSG6"
"13503","PSG7"
"13504","AC004784.1"
"13505","PSG11"
"13506","PSG2"
"13507","AC005392.1"
"13508","AC005392.2"
"13509","AC005392.3"
"13510","L34079.2"
"13511","L34079.3"
"13512","AC115522.1"
"13513","AC006213.2"
"13514","AC006213.7"
"13515","AC006213.3"
"13516","AC006213.4"
"13517","AC006213.5"
"13518","AC006213.1"
"13519","AC067968.2"
"13520","AC021092.1"
"13521","AC138470.2"
"13522","AC245748.3"
"13523","AC243964.3"
"13524","AC092306.1"
"13525","AC011481.2"
"13526","AC011481.1"
"13527","AC005757.1"
"13528","CD3EAP"
"13529","BHMG1"
"13530","AC074212.1"
"13531","AC092301.1"
"13532","NANOS2"
"13533","AC007785.3"
"13534","AC007785.1"
"13535","AC006262.2"
"13536","AC006262.1"
"13537","AC006262.3"
"13538","AC007193.2"
"13539","AC007193.1"
"13540","AC007193.3"
"13541","PPP5D1"
"13542","AC011484.1"
"13543","AC093503.1"
"13544","AC093503.2"
"13545","AC008635.1"
"13546","AC008622.2"
"13547","AC008532.1"
"13548","AC073548.2"
"13549","AC010519.1"
"13550","AC010331.1"
"13551","LINC01595"
"13552","AC011466.3"
"13553","AC011466.2"
"13554","AC011466.1"
"13555","CCDC114"
"13556","AC008403.2"
"13557","AC008403.3"
"13558","SPACA4"
"13559","AC022154.1"
"13560","FGF21"
"13561","AC026803.3"
"13562","AC026803.1"
"13563","AC026803.2"
"13564","AC008687.4"
"13565","CGB3"
"13566","CGB2"
"13567","CGB1"
"13568","AC008687.2"
"13569","AC008687.3"
"13570","AC011450.1"
"13571","AC010524.1"
"13572","AC010643.1"
"13573","CCDC155"
"13574","AC011495.2"
"13575","AC011495.3"
"13576","AC006942.1"
"13577","AC018766.1"
"13578","AC010624.3"
"13579","AC010624.1"
"13580","AC010624.2"
